type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rnumy;avg_fixed_acidity;avg_volatile_acidity;avg_citric_acid;avg_residual_sugar;avg_chlorides;avg_free_sulfur_dioxide;avg_total_sulfur_dioxide;avg_density;avg_pH;avg_sulphates;avg_alcohol;avg_quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum;repeats
white;7.6000000000;0.1800000000;0.4600000000;10.2000000000;0.0550000000;58.0000000000;135.0000000000;0.9968000000;3.1400000000;0.4300000000;9.9000000000;6;146;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.554050;0.460533;1.372828;0.183540;1.295953;0.416383;0.001212;0.035624;0.249493;0.043514;0;4.947782;377;1
white;7.6000000000;0.2100000000;0.4400000000;1.9000000000;0.0360000000;10.0000000000;119.0000000000;0.9913000000;3.0100000000;0.7000000000;12.8000000000;6;1167;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.479725;0.397032;0.558002;0.465589;0.604145;0.248515;0.004311;0.075550;0.221754;0.236668;0;3.625943;87;1
white;7.6000000000;0.2600000000;0.4700000000;1.6000000000;0.0680000000;5.0000000000;55.0000000000;0.9944000000;3.1000000000;0.4500000000;9.6000000000;5;1166;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.355851;0.492284;0.627791;0.009441;0.802072;0.422954;0.001197;0.047909;0.214586;0.072498;0;3.381235;55;1
white;7.6000000000;0.2900000000;0.4200000000;1.3000000000;0.0350000000;18.0000000000;86.0000000000;0.9908000000;2.9900000000;0.3900000000;11.3000000000;5;1030;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.281526;0.333530;0.697580;0.480434;0.287462;0.097711;0.004813;0.081693;0.319308;0.091746;0;3.010455;2;1
red;7.6000000000;0.3000000000;0.4200000000;2.0000000000;0.0520000000;6.0000000000;24.0000000000;0.9963000000;3.4400000000;0.8200000000;11.9000000000;6;1403;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.256751;0.333530;0.534739;0.228074;0.762487;0.748198;0.000710;0.056513;0.431197;0.149715;0;3.836566;157;1
red;7.6000000000;0.5100000000;0.2400000000;2.4000000000;0.0910000000;8.0000000000;38.0000000000;0.9980000000;3.4700000000;0.6600000000;9.6000000000;6;586;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.263522;0.237982;0.441687;0.350869;0.683316;0.601314;0.002418;0.065726;0.151939;0.072498;0;3.205923;34;1
white;7.6000000000;0.5600000000;0.1200000000;10.4000000000;0.0960000000;22.0000000000;177.0000000000;0.9983000000;3.3200000000;0.4500000000;9.1000000000;4;609;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.387397;0.618991;1.419354;0.425093;0.129121;0.857036;0.002719;0.019658;0.214586;0.120805;0;4.529412;289;1
red;7.6000000000;0.6300000000;0.0300000000;2.0000000000;0.0800000000;27.0000000000;43.0000000000;0.9957800000;3.4400000000;0.6400000000;10.9000000000;6;870;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.560822;0.904747;0.534739;0.187577;0.068806;0.548855;0.000188;0.056513;0.117032;0.053100;0;3.367031;74;1
red;7.6000000000;0.6450000000;0.0300000000;1.9000000000;0.0860000000;14.0000000000;57.0000000000;0.9969000000;3.3700000000;0.4600000000;10.3000000000;5;1353;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.597984;0.904747;0.558002;0.276646;0.445804;0.401971;0.001313;0.035014;0.197132;0.004868;0;3.758133;133;1
red;7.6000000000;0.6650000000;0.1000000000;1.5000000000;0.0660000000;27.0000000000;55.0000000000;0.9965500000;3.3900000000;0.5100000000;9.3000000000;5;836;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.647534;0.682492;0.651054;0.020248;0.068806;0.422954;0.000961;0.041156;0.109864;0.101483;0;3.081204;6;1
red;7.6000000000;0.6800000000;0.0200000000;1.3000000000;0.0720000000;9.0000000000;20.0000000000;0.9965000000;3.1700000000;1.0800000000;9.2000000000;4;162;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.684697;0.936498;0.697580;0.068820;0.643731;0.790165;0.000911;0.026410;0.884992;0.111144;0;5.179600;419;1
red;7.6000000000;0.7800000000;0.0000000000;1.7000000000;0.0760000000;33.0000000000;45.0000000000;0.9961200000;3.3100000000;0.6200000000;10.7000000000;6;1047;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;0.932446;1.000000;0.604528;0.128199;0.306318;0.527872;0.000529;0.016586;0.082125;0.033777;0;3.967032;186;1
red;7.6000000000;0.9500000000;0.0300000000;2.0000000000;0.0900000000;7.0000000000;20.0000000000;0.9959000000;3.2000000000;0.5600000000;9.6000000000;5;161;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.334652;1.353621;0.904747;0.534739;0.336025;0.722902;0.790165;0.000308;0.017197;0.022596;0.072498;0;5.089450;396;1
white;7.7000000000;0.1600000000;0.4100000000;1.7000000000;0.0480000000;60.0000000000;173.0000000000;0.9932000000;3.2400000000;0.6600000000;11.2000000000;7;989;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.603600;0.301780;0.604528;0.287453;1.375124;0.815069;0.002403;0.004911;0.151939;0.082084;0;4.246036;202;1
white;7.7000000000;0.2400000000;0.2700000000;1.8000000000;0.0510000000;52.0000000000;190.0000000000;0.9928000000;3.2300000000;0.5000000000;10.8000000000;6;602;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.405400;0.142730;0.581265;0.242919;1.058441;0.993428;0.002804;0.007983;0.127318;0.043439;0;3.622872;86;1
white;7.7000000000;0.2600000000;0.3100000000;1.3000000000;0.0430000000;47.0000000000;155.0000000000;0.9937000000;3.4200000000;0.5000000000;10.1000000000;6;1211;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.355851;0.015727;0.697580;0.361676;0.860514;0.626218;0.001900;0.050370;0.127318;0.024191;0;3.138490;10;1
white;7.7000000000;0.2600000000;0.4000000000;1.1000000000;0.0420000000;9.0000000000;60.0000000000;0.9915000000;2.8900000000;0.5000000000;10.6000000000;5;267;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.355851;0.270029;0.744106;0.376521;0.643731;0.370496;0.004110;0.112406;0.127318;0.024116;0;3.045829;5;1
white;7.7000000000;0.2900000000;0.4800000000;2.3000000000;0.0490000000;36.0000000000;178.0000000000;0.9931000000;3.1700000000;0.6400000000;10.6000000000;6;360;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.281526;0.524035;0.464950;0.272608;0.425074;0.867527;0.002503;0.026410;0.117032;0.024116;0;3.022926;3;1
white;7.7000000000;0.3400000000;0.2700000000;8.8000000000;0.0630000000;39.0000000000;184.0000000000;0.9969000000;3.0900000000;0.6300000000;9.2000000000;6;547;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.157651;0.142730;1.047146;0.064782;0.543830;0.930478;0.001313;0.050980;0.099578;0.111144;0;3.166777;14;1
white;7.7000000000;0.3400000000;0.2800000000;11.0000000000;0.0400000000;31.0000000000;117.0000000000;0.9981500000;3.2700000000;0.2900000000;9.2000000000;6;767;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.157651;0.110979;1.558933;0.406211;0.227147;0.227532;0.002568;0.004301;0.493844;0.111144;0;3.317455;37;1
white;7.7000000000;0.3500000000;0.4900000000;8.6500000000;0.0330000000;42.0000000000;186.0000000000;0.9931000000;3.1400000000;0.3800000000;12.4000000000;8;1471;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.132876;0.555786;1.012251;0.510124;0.662587;0.951461;0.002503;0.035624;0.336762;0.198022;0;4.415141;257;1
red;7.7000000000;0.5600000000;0.0800000000;2.5000000000;0.1140000000;14.0000000000;46.0000000000;0.9971000000;3.2400000000;0.6600000000;9.6000000000;6;804;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.387397;0.745994;0.418424;0.692298;0.445804;0.517380;0.001514;0.004911;0.151939;0.072498;0;3.455304;86;1
red;7.7000000000;0.6650000000;0.0000000000;2.4000000000;0.0900000000;8.0000000000;19.0000000000;0.9974000000;3.2700000000;0.7300000000;9.3000000000;5;353;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.647534;1.000000;0.441687;0.336025;0.683316;0.800657;0.001815;0.004301;0.274115;0.101483;0;4.308078;262;1
red;7.7000000000;0.6900000000;0.4900000000;1.8000000000;0.1150000000;20.0000000000;112.0000000000;0.9968000000;3.2100000000;0.7100000000;9.3000000000;5;62;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.709472;0.555786;0.581265;0.707143;0.208291;0.175073;0.001212;0.014125;0.239207;0.101483;0;3.310202;59;1
red;7.7000000000;0.7150000000;0.0100000000;2.1000000000;0.0640000000;31.0000000000;43.0000000000;0.9937100000;3.4100000000;0.5700000000;11.8000000000;6;871;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.771409;0.968249;0.511476;0.049937;0.227147;0.548855;0.001890;0.047299;0.005143;0.140053;0;3.288603;52;1
red;7.7000000000;0.7750000000;0.4200000000;1.9000000000;0.0920000000;8.0000000000;86.0000000000;0.9959000000;3.2300000000;0.5900000000;9.5000000000;5;254;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;0.920059;0.333530;0.558002;0.365714;0.683316;0.097711;0.000308;0.007983;0.029764;0.082160;0;3.095692;9;1
red;7.7000000000;0.9650000000;0.1000000000;2.1000000000;0.1120000000;11.0000000000;22.0000000000;0.9963000000;3.2600000000;0.5000000000;9.5000000000;5;736;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.017145;1.390783;0.682492;0.511476;0.662609;0.564560;0.769181;0.000710;0.001230;0.127318;0.082160;0;4.809664;343;1
white;7.8000000000;0.1600000000;0.4100000000;1.7000000000;0.0260000000;29.0000000000;140.0000000000;0.9910000000;3.0200000000;0.7800000000;12.5000000000;6;1257;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.603600;0.301780;0.604528;0.614037;0.147976;0.468842;0.004612;0.072479;0.361383;0.207684;0;3.687282;98;1
white;7.8000000000;0.1800000000;0.3100000000;12.2000000000;0.0530000000;46.0000000000;140.0000000000;0.9980000000;3.0600000000;0.5300000000;8.9000000000;6;491;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.554050;0.015727;1.838089;0.213229;0.820928;0.468842;0.002418;0.060194;0.074957;0.140128;0;4.488923;279;1
white;7.8000000000;0.1800000000;0.4600000000;13.6000000000;0.0520000000;38.0000000000;118.0000000000;0.9980000000;3.1500000000;0.5000000000;10.0000000000;6;338;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.554050;0.460533;2.163771;0.228074;0.504245;0.238024;0.002418;0.032553;0.127318;0.033852;0;4.645199;314;1
white;7.8000000000;0.2600000000;0.2700000000;1.9000000000;0.0510000000;52.0000000000;195.0000000000;0.9928000000;3.2300000000;0.5000000000;10.9000000000;6;601;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.355851;0.142730;0.558002;0.242919;1.058441;1.045887;0.002804;0.007983;0.127318;0.053100;0;3.895396;135;1
white;7.8000000000;0.2800000000;0.3200000000;9.0000000000;0.0360000000;34.0000000000;115.0000000000;0.9952000000;3.1700000000;0.3900000000;10.3000000000;7;501;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.306301;0.016023;1.093672;0.465589;0.345903;0.206548;0.000394;0.026410;0.319308;0.004868;0;3.085377;8;1
white;7.8000000000;0.3400000000;0.3500000000;1.8000000000;0.0420000000;8.0000000000;167.0000000000;0.9908000000;3.1100000000;0.4100000000;12.1000000000;6;498;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.157651;0.111275;0.581265;0.376521;0.683316;0.752118;0.004813;0.044838;0.284401;0.169038;0;3.465597;67;1
red;7.8000000000;0.3900000000;0.4200000000;2.0000000000;0.0860000000;9.0000000000;21.0000000000;0.9952600000;3.3900000000;0.6600000000;11.6000000000;6;1149;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.033776;0.333530;0.534739;0.276646;0.643731;0.779673;0.000334;0.041156;0.151939;0.120730;0;3.216615;37;1
white;7.8000000000;0.4200000000;0.2600000000;9.2000000000;0.0580000000;34.0000000000;199.0000000000;0.9972000000;3.1400000000;0.5500000000;9.3000000000;6;653;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.040548;0.174480;1.140198;0.139005;0.345903;1.087854;0.001614;0.035624;0.040050;0.101483;0;3.407120;62;1
red;7.8000000000;0.5450000000;0.1200000000;2.5000000000;0.0680000000;11.0000000000;35.0000000000;0.9960000000;3.3400000000;0.6100000000;11.6000000000;6;709;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.350235;0.618991;0.418424;0.009441;0.564560;0.632789;0.000409;0.025800;0.064671;0.120730;0;3.106411;10;1
red;7.8000000000;0.5800000000;0.0200000000;2.0000000000;0.0730000000;9.0000000000;18.0000000000;0.9968000000;3.3600000000;0.5700000000;9.5000000000;7;9;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.436947;0.936498;0.534739;0.083664;0.643731;0.811148;0.001212;0.031943;0.005143;0.082160;0;3.867546;162;1
red;7.8000000000;0.7350000000;0.0800000000;2.4000000000;0.0920000000;10.0000000000;41.0000000000;0.9974000000;3.2400000000;0.7100000000;9.8000000000;6;215;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.820959;0.745994;0.441687;0.365714;0.604145;0.569839;0.001815;0.004911;0.239207;0.053175;0;4.147807;225;1
red;7.8000000000;0.7600000000;0.0400000000;2.3000000000;0.0920000000;15.0000000000;54.0000000000;0.9970000000;3.2600000000;0.6500000000;9.8000000000;5;3;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.300361;0.882897;0.872997;0.464950;0.365714;0.406218;0.433446;0.001413;0.001230;0.134486;0.053175;0;3.916887;178;1
white;7.9000000000;0.1400000000;0.2800000000;1.8000000000;0.0410000000;44.0000000000;178.0000000000;0.9954000000;3.4500000000;0.4300000000;9.2000000000;6;1217;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.653150;0.110979;0.581265;0.391366;0.741757;0.867527;0.000193;0.059584;0.249493;0.111144;0;4.384327;250;1
white;7.9000000000;0.1900000000;0.2600000000;2.1000000000;0.0390000000;8.0000000000;143.0000000000;0.9942000000;3.0500000000;0.7400000000;9.8000000000;5;506;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.529275;0.174480;0.511476;0.421055;0.683316;0.500317;0.001398;0.063265;0.291568;0.053175;0;3.847194;129;1
white;7.9000000000;0.2100000000;0.4000000000;1.2000000000;0.0390000000;38.0000000000;107.0000000000;0.9920000000;3.2100000000;0.5400000000;10.8000000000;6;137;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.479725;0.270029;0.720843;0.421055;0.504245;0.122615;0.003608;0.014125;0.057503;0.043439;0;3.255056;27;1
white;7.9000000000;0.2200000000;0.2400000000;4.6000000000;0.0440000000;39.0000000000;159.0000000000;0.9927000000;2.9900000000;0.2800000000;11.5000000000;6;1455;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.454950;0.237982;0.070099;0.346832;0.543830;0.668185;0.002905;0.081693;0.511298;0.111069;0;3.646712;89;1
white;7.9000000000;0.2500000000;0.2900000000;5.3000000000;0.0310000000;33.0000000000;117.0000000000;0.9918000000;3.0600000000;0.3200000000;11.8000000000;7;1106;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.380625;0.079228;0.232940;0.539813;0.306318;0.227532;0.003809;0.060194;0.441483;0.140053;0;3.029864;4;1
red;7.9000000000;0.3000000000;0.6800000000;8.3000000000;0.0500000000;37.5000000000;289.0000000000;0.9931600000;3.0100000000;0.5100000000;12.3000000000;7;1082;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.256751;1.159050;0.930831;0.257763;0.484452;2.032109;0.002443;0.075550;0.109864;0.188361;0;6.115043;633;1
white;7.9000000000;0.3450000000;0.5100000000;15.3000000000;0.0470000000;54.0000000000;171.0000000000;0.9987000000;3.0900000000;0.5100000000;9.1000000000;5;520;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.145263;0.619287;2.559243;0.302297;1.137612;0.794085;0.003121;0.050980;0.109864;0.120805;0;6.460426;723;1
red;7.9000000000;0.4000000000;0.2900000000;1.8000000000;0.1570000000;1.0000000000;44.0000000000;0.9973000000;3.3000000000;0.9200000000;9.5000000000;6;774;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.009001;0.079228;0.581265;1.330621;0.960414;0.538363;0.001714;0.013515;0.605734;0.082160;0;4.819884;347;1
red;7.9000000000;0.6000000000;0.0600000000;1.6000000000;0.0690000000;15.0000000000;59.0000000000;0.9964000000;3.3000000000;0.4600000000;9.4000000000;5;7;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.486497;0.809495;0.627791;0.024285;0.406218;0.380987;0.000810;0.013515;0.197132;0.091821;0;3.656420;113;1
red;7.9000000000;0.6600000000;0.0000000000;1.4000000000;0.0960000000;6.0000000000;13.0000000000;0.9956900000;3.4300000000;0.5800000000;9.5000000000;5;1254;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.635147;1.000000;0.674317;0.425093;0.762487;0.863607;0.000097;0.053441;0.012310;0.082160;0;5.126528;409;1
red;7.9000000000;0.7200000000;0.0100000000;1.9000000000;0.0760000000;7.0000000000;32.0000000000;0.9966800000;3.3900000000;0.5400000000;9.6000000000;5;770;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.783797;0.968249;0.558002;0.128199;0.722902;0.664264;0.001092;0.041156;0.057503;0.072498;0;4.615531;311;1
red;7.9000000000;0.7200000000;0.1700000000;2.6000000000;0.0960000000;20.0000000000;38.0000000000;0.9978000000;3.4000000000;0.5300000000;9.5000000000;5;595;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;0.783797;0.460237;0.395161;0.425093;0.208291;0.601314;0.002217;0.044228;0.074957;0.082160;0;3.695324;118;1
red;7.9000000000;1.0400000000;0.0500000000;2.2000000000;0.0840000000;13.0000000000;29.0000000000;0.9959000000;3.2200000000;0.5500000000;9.9000000000;6;135;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.617869;1.576595;0.841246;0.488213;0.246956;0.485389;0.695739;0.000308;0.011054;0.040050;0.043514;0;5.046933;383;1
white;8.0000000000;0.1800000000;0.3700000000;1.3000000000;0.0400000000;15.0000000000;96.0000000000;0.9912000000;3.0600000000;0.6100000000;12.1000000000;6;1088;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.554050;0.174777;0.697580;0.406211;0.406218;0.007206;0.004412;0.060194;0.064671;0.169038;0;3.479733;69;1
white;8.0000000000;0.2400000000;0.3600000000;1.5000000000;0.0470000000;17.0000000000;129.0000000000;0.9948000000;3.2000000000;0.5400000000;10.0000000000;6;331;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.405400;0.143026;0.651054;0.302297;0.327048;0.353433;0.000796;0.017197;0.057503;0.033852;0;3.226982;23;1
red;8.0000000000;0.2500000000;0.4300000000;1.7000000000;0.0670000000;22.0000000000;50.0000000000;0.9946000000;3.3800000000;0.6000000000;11.9000000000;6;1136;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.380625;0.365281;0.604528;0.005403;0.129121;0.475413;0.000996;0.038085;0.047217;0.149715;0;3.131760;17;1
white;8.0000000000;0.2500000000;0.4900000000;1.2000000000;0.0610000000;27.0000000000;117.0000000000;0.9938000000;3.0800000000;0.3400000000;9.4000000000;5;1419;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.380625;0.555786;0.720843;0.094471;0.068806;0.227532;0.001800;0.054052;0.406576;0.091821;0;3.537688;78;1
white;8.0000000000;0.2600000000;0.3600000000;2.0000000000;0.0540000000;30.0000000000;121.0000000000;0.9920000000;3.0900000000;0.7200000000;11.6000000000;7;1038;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.355851;0.143026;0.534739;0.198384;0.187562;0.269499;0.003608;0.050980;0.256661;0.120730;0;3.056416;6;1
white;8.0000000000;0.2800000000;0.4200000000;7.1000000000;0.0450000000;41.0000000000;169.0000000000;0.9959000000;3.1700000000;0.4300000000;10.6000000000;5;1192;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.306301;0.333530;0.651674;0.331987;0.623001;0.773102;0.000308;0.026410;0.249493;0.024116;0;4.255298;205;1
white;8.0000000000;0.3000000000;0.4900000000;9.4000000000;0.0460000000;47.0000000000;188.0000000000;0.9964000000;3.1400000000;0.4800000000;10.0000000000;5;1469;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;0.935376;0.256751;0.555786;1.186724;0.317142;0.860514;0.972445;0.000810;0.035624;0.162225;0.033852;0;5.317249;464;1
